"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Russian Federation","RUS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.82290459","36.36864853","43.9338913","54.79455566","70.72148895","86.81786346","109.73826599","145.13441467","192.18305969","178.3936615","199.97570801","233.43203735","252.83425903","281.12298584","264.26806641","192.4803772","188.2122345","234.72714233","233.32151794","","",
"Rwanda","RWA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.47848487","2.19224811","2.07805634","2.96504354","4.36096621","6.09936619","3.70339561","4.30975246","4.84663534","5.14927721","5.46779537","5.72779799","5.98339415","6.03038168","6.02610397","6.07871675","5.89028645","5.86133623","6.13284826","","",
"South Asia","SAS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.066948770399","13.019127096224","13.2142087963705","14.3813715225339","16.1692811038082","18.250061564874","19.7854919439475","23.2938900664026","24.0917459509543","23.708067279985","27.0449966195102","27.9571063380356","28.3194494731387","34.9158768910815","35.2508567653931","35.6290689434175","36.0155129374502","40.1756768351246","41.8709203303775","","",
"Saudi Arabia","SAU","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.31296539","69.87808228","68.17910004","68.63594818","72.76285553","77.69506836","85.60046387","98.41995239","115.54146576","126.86299133","133.12200928","137.68418884","153.79003906","159.3235321","168.00468445","177.97021484","182.1973114","186.60243225","213.27955627","","",
"Sudan","SDN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.41660881","10.32402229","11.24260998","15.47489166","18.36685371","22.29254913","34.06290817","52.53866196","57.54832458","50.02828217","57.29935074","88.88050842","67.11981201","95.16142273","78.38370514","100.46242523","116.61221313","139.60066223","39.84678268","","",
"Senegal","SEN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.05037975","12.58489609","14.83128166","19.59041786","23.41955376","14.40891743","14.46776772","18.07966423","20.41272926","22.84521484","24.90571594","29.22089767","29.67542076","33.24533463","30.93296623","27.18247604","27.68170357","29.63343239","32.92180634","","",
"Singapore","SGP","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","384.12527466","387.24765015","401.97866821","413.3314209","442.49606323","454.42285156","483.85467529","543.49383545","601.74438477","575.08569336","620.54467773","662.19451904","688.65130615","751.74414063","734.59063721","761.82550049","808.7791748","841.38604736","876.32012939","","",
"Solomon Islands","SLB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29994917","2.56524396","1.8060354","1.41668534","1.54823172","1.67919171","1.98149276","2.02011275","2.10093927","1.85262454","1.59517395","1.69520009","1.92991269","1.99474359","2.26154447","1.86912072","1.86424661","1.87866592","2.03844666","","",
"Sierra Leone","SLE","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6356945","17.90925789","19.77261734","20.44025421","19.58872604","21.54195976","23.07559204","26.37484932","30.46817589","30.350214","28.15248108","41.65303802","43.89655304","52.15841675","49.30269623","44.37033463","36.19242477","33.78253937","38.4074707","","",
"El Salvador","SLV","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.32482147","92.55500031","91.73112488","90.30731964","88.88655853","87.46485901","68.46979523","75.32642365","77.76784515","79.597435","80.45701599","81.35406494","82.90791321","76.47000122","77.94158173","78.6944046","79.6749115","82.34471893","83.06388855","","",
"San Marino","SMR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","538.11816406","515.24780273","570.5324707","594.05523682","644.73168945","636.38500977","676.41687012","729.38989258","821.54315186","814.70935059","722.48138428","731.3293457","663.45599365","701.98730469","676.20324707","567.67254639","523.65863037","525.03717041","523.53869629","","",
"Somalia","SOM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.73021889","31.96472168","41.29376221","57.47532654","74.90065002","91.71096039","122.02000427","189.94549561","236.17327881","202.36457825","198.49977112","225.37484741","198.34317017","237.62562561","243.20706177","199.38796997","196.77857971","209.63642883","236.41165161","","",
"Sub-Saharan Africa (excluding high income)","SSA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3810937038504","9.83862787941947","9.91727337028102","14.98625608025","16.7965754246475","19.0391640322957","22.2998043149889","24.9690775054649","27.8511286906826","25.2373143010632","27.4355254078763","30.2442653900685","29.9819940231862","32.6010097583683","32.7584341043207","30.5729171752023","28.6209477659094","29.4870902605527","27.3934209307144","","",
"South Sudan","SSD","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.06331444","5.89242649","","",
"Sub-Saharan Africa","SSF","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4657602042863","9.93020315077368","10.0166441508045","15.0985337709947","16.9216878891496","19.1857210891335","22.4583750527451","25.1512035712892","28.1359473797869","25.4886488881359","27.6912985604933","30.5166181693518","30.2415799059582","32.8980483677918","33.1056263900437","30.8898599296944","28.9380023147957","29.8241033850618","27.7535392527436","","",
"Small states","SST","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.5374380682918","69.2050683417702","73.9226421685808","83.7746118083578","96.259573611743","104.451252710134","110.869815094545","129.667155744736","149.561319137414","139.559728591508","134.741699813812","140.883429444944","132.978291627736","139.464457170431","146.76907838564","137.117500736962","141.353409439068","147.686210402713","158.097368507871","","",
"Sao Tome and Principe","STP","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.02956963","20.79631996","21.56772614","23.24575996","25.71487045","27.46794319","23.38550186","21.53050041","19.83147621","17.98502731","15.78546047","16.62755203","15.44044304","17.84414864","17.95091057","13.73487091","15.30228329","17.26763153","18.80613136","","",
"Suriname","SUR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.00743866","25.59448051","37.48313141","40.78852463","45.78909302","52.42670059","58.93715668","62.62753677","84.32305145","86.75401306","97.93032074","106.12410736","119.34779358","125.91498566","132.90504456","117.14156342","76.85140228","88.40023804","94.22585297","","",
"Slovak Republic","SVK","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.05797768","23.14149475","27.99696922","42.06976318","108.61560059","141.96716309","193.83169556","281.72286987","263.10437012","295.93499756","295.61968994","318.79122925","306.54556274","319.61468506","232.18571472","204.51716614","210.30395508","222.50497437","245.78401184","","",
"Slovenia","SVN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.74111176","106.61185455","118.63064575","150.22233582","166.55187988","188.67538452","189.28622437","244.81022644","275.4815979","271.57989502","254.97059631","261.96011353","246.06614685","255.99494934","267.76864624","221.96089172","220.28970337","237.3215332","259.94979858","","",
"Sweden","SWE","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314.29766846","363.50332642","405.01779175","492.90481567","566.30279541","588.49536133","620.58312988","700.97271729","754.5569458","679.79455566","727.41650391","927.48809814","926.49414063","999.199646","985.60797119","833.05975342","822.11810303","822.04003906","824.01586914","","",
"Eswatini","SWZ","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.76163578","13.96810818","13.10609627","20.63674927","26.93449402","30.12798882","30.83589363","32.02257919","29.2977829","30.46822929","37.443367","39.92659378","37.20674515","33.21823502","30.9215107","27.42765427","24.73065758","28.67482758","30.54108238","","",
"Sint Maarten (Dutch part)","SXM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.60750198","122.66005707","73.63334656","95.6428833","120.97047424","137.40716553","136.76533508","117.73630524","167.91848755","137.3603363","148.93237305","161.04312134","164.67112732","158.69667053","201.4664917","192.23971558","195.48377991","191.3477478","196.0776062","","",
"Syrian Arab Republic","SYR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.87657547","34.13664627","34.63888931","31.71091843","32.08269119","31.45952988","33.77043915","39.15461349","45.81133652","48.8680954","50.07825089","43.07408142","37.49168777","","","","","","","","",
"Turks and Caicos Islands","TCA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.75522661","6.87433147","11.73361301","8.62884331","14.39994049","17.98015594","22.05300713","22.60837555","25.95209885","23.20032883","24.52506828","23.39593124","22.23305702","23.42980576","24.3640461","19.90624428","19.23263168","17.11665726","18.09903336","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.14191406229","22.8737542126373","25.1894814377642","27.8411386251659","30.4962005119159","35.0271075940164","38.6368130599033","42.770847415145","52.7345086208141","58.5814435162208","65.8301327344158","81.1267522942203","92.3224690858129","101.746474495138","105.667338216465","108.840702910484","112.502743238185","123.337848958863","138.533271394252","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.6435865263954","35.2532897249128","39.6984606164505","48.1677199911127","63.1551192379049","76.8283942181254","91.3320926014947","115.127066835697","139.976235227894","122.118486348112","136.657370694815","154.250185556374","162.107066795919","177.619505687937","169.173142719771","135.312469526762","132.870019596338","151.888071037924","153.240185959614","","",
"Togo","TGO","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.47392273","7.34184456","8.16201019","9.77900124","10.32010078","10.63730049","10.77636719","12.29738998","14.7761488","16.6220665","19.54718018","21.75040245","20.22518539","21.65751839","22.01294327","19.44922256","19.79820251","22.5145874","23.56077194","","",
"Thailand","THA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.28564072","19.47365761","19.50065041","20.7858429","22.0512619","25.22312737","18.4418869","18.79123116","22.27423859","24.24900246","24.94897079","25.49352837","27.71143723","26.71051216","28.19283676","26.79596901","25.52706718","27.47149277","30.38230133","","",
"Tajikistan","TJK","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72634935","5.87105989","6.52987576","8.18923473","10.71214199","11.7204504","14.05831623","20.56492043","28.86585426","27.56476784","30.27686882","31.05357361","37.06919479","42.68412399","46.38865662","40.15505981","37.09497452","36.73428345","40.9446373","","",
"Turkmenistan","TKM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.32414246","75.84301758","81.01548004","133.04711914","230.47323608","254.81149292","285.96151733","194.52587891","200.49789429","137.39915466","157.47483826","190.80815125","217.69859314","251.4888916","298.57943726","287.92874146","322.19046021","332.15130615","351.29000854","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.066414233728","112.738726956878","99.4857221478937","102.173226369146","113.55967618055","138.199841831478","155.981047363083","179.024258148115","194.521650948077","188.635112265397","215.217800647064","231.348952435523","232.176385619397","232.951494181827","230.105108086505","203.296351747464","191.942880254893","213.501107147669","201.972818759738","","",
"Timor-Leste","TLS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.01832104","6.68797922","8.1395998","5.90300179","5.40336084","4.92689705","4.37503529","6.0355382","6.37829018","6.79615211","7.19677734","7.40847349","7.52318382","7.38135719","7.23904467","6.64571285","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1663815115954","44.9056215009573","43.9120466456908","42.0571150257534","48.2494417492303","55.1769321196017","59.3799937362031","71.678303093325","87.0144217010282","98.730578242581","114.938031859436","126.678274755204","133.321178779418","121.456853945982","111.79848652057","112.006502795046","120.727670351097","115.905524008436","112.857704716231","","",
"Tonga","TON","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.41922283","8.98565865","10.46350861","11.77358532","13.76605129","15.42700863","15.73838806","17.77360153","19.93792152","19.15896416","20.54677963","23.24959946","24.90902519","25.41501617","25.81864738","20.33088875","20.16668701","22.63118362","24.16485786","","",
"South Asia (IDA & IBRD)","TSA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.066948770399","13.019127096224","13.2142087963705","14.3813715225339","16.1692811038082","18.250061564874","19.7854919439475","23.2938900664026","24.0917459509543","23.708067279985","27.0449966195102","27.9571063380356","28.3194494731387","34.9158768910815","35.2508567653931","35.6290689434175","36.0155129374502","40.1756768351246","41.8709203303775","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4657602042863","9.93020315077368","10.0166441508045","15.0985337709946","16.9216878891496","19.1857210891335","22.4583750527451","25.1512035712892","28.1359473797869","25.4886488881359","27.6912985604933","30.5166181693518","30.2415799059582","32.8980483677918","33.1056263900437","30.8898599296944","28.9380023147957","29.8241033850618","27.7535392527436","","",
"Trinidad and Tobago","TTO","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158.97102356","145.87976074","176.87606812","181.704422","238.15783691","255.78424072","292.61428833","343.20132446","366.5211792","385.21932983","401.1885376","408.4465332","417.51782227","437.4213562","451.63461304","457.33428955","474.89849854","458.94113159","493.42077637","","",
"Tunisia","TUN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.13442612","45.32015991","50.62272644","61.68268967","70.44767761","72.58407593","77.39970398","87.8837738","99.85227966","99.54506683","102.61781311","114.06528473","112.42100525","113.10655975","111.39073944","107.01811218","103.2483902","98.86637115","97.82858276","","",
"Turkey","TUR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.05763245","35.9969902","37.93712234","45.1848259","60.45439148","88.22374725","98.59912872","122.49015808","109.50191498","72.56752777","90.99645233","84.46996307","83.5214386","93.33460236","93.20819855","76.79750061","76.86310577","76.94553375","68.19301605","","",
"Tuvalu","TUV","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37326372","1.88762808","2.59352851","3.43309832","3.20297551","3.05466318","2.19069862","3.04957008","3.73589182","2.72230029","3.07856369","4.13026285","4.04618788","3.91574025","3.6988368","1.14989948","3.58127761","3.1980195","3.55322647","","",
"Tanzania","TZA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.85142422","6.35390186","7.40420294","8.32896805","8.93414974","9.52123547","9.34748363","10.50983334","12.01987553","11.80492973","11.9706192","10.63455391","10.43998814","10.54643059","10.43225956","8.67535782","8.1418047","8.49594688","8.83035469","","",
"Uganda","UGA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.21346569","7.10073042","7.24017143","6.88060141","11.00423241","14.55722237","17.2156086","20.8080349","23.18851471","21.45453262","21.7165947","21.02414894","23.75729942","20.96352577","20.05999374","17.00098991","16.29799271","16.32376099","16.55810928","","",
"Ukraine","UKR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.00119209","21.12366104","23.85652924","28.27270317","35.02558136","44.15709686","53.61406326","67.7855835","81.54560852","62.95165253","84.68365479","112.90283966","120.93451691","135.34216309","102.48826599","76.0868454","76.24903107","92.26250458","112.70380402","","",
"Upper middle income","UMC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.9971793986313","45.0133494129186","44.5923109951524","48.2109104064086","54.6776219064792","65.0661413762379","73.291469914302","84.6721734916974","98.4526553988283","100.527966551576","114.448611044412","131.605459506134","140.570750179378","147.002825101478","147.231882044978","138.431855491383","138.829182864017","153.897565095127","161.055362819361","","",
"Uruguay","URY","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173.12945557","160.97180176","93.34915924","80.87469482","90.28285217","114.26148224","117.71604919","133.6350708","170.86604309","169.39486694","210.9974823","238.87373352","245.51669312","264.8868103","252.36306763","237.99945068","238.39277649","272.0324707","269.67922974","","",
"United States","USA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","705.99468994","724.50561523","763.277771","813.05334473","849.9765625","894.31054688","918.9005127","965.97601318","973.92645264","960.36633301","971.56011963","996.30743408","1016.53167725","1033.07006836","1041.08410645","1064.90771484","1105.87902832","1123.42553711","1148.3170166","","",
"Uzbekistan","UZB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.53389549","18.41705704","15.10755062","15.08158493","16.56609726","18.58099747","21.3987999","26.97977257","34.76528931","40.18862915","46.40154266","54.41009903","61.96313095","69.021492","53.42534637","63.82523346","70.60396576","52.72212219","49.64321136","","",
"St. Vincent and the Grenadines","VCT","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.08390427","49.03899384","52.36499405","56.62719727","64.17204285","68.65235138","75.63491058","89.93954468","90.35216522","90.1155014","92.30549622","91.04663849","95.44712067","100.18321228","96.38442993","86.9857254","90.86354065","90.84853363","93.55349731","","",
"Venezuela, RB","VEN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146.50672913","162.46226501","117.62386322","84.55836487","91.9370575","121.87437439","152.09715271","204.95509338","279.08050537","350.56658936","363.77059937","273.03961182","243.43833923","218.18331909","208.14379883","165.86071777","140.21598816","143.24653625","98.14616394","","",
"British Virgin Islands","VGB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.03545952","7.32950115","7.3009119","8.30963135","10.72453594","13.05787945","15.79154682","18.46797562","22.00292397","24.00935173","29.42564774","33.5117836","44.4245491","49.32605362","48.98803711","51.24605942","55.29678345","63.20591354","68.10917664","","",
"Vanuatu","VUT","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1402874","5.11252975","4.68634129","5.33724213","5.95567513","6.11087608","6.21285868","6.89435482","7.3992548","7.49498177","8.86583042","9.69609165","9.44967461","9.41240215","9.43626308","8.90057087","9.07525063","9.16082191","9.47590828","","",
"World","WLD","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.9521931637191","93.7858320425106","97.2767501872406","108.642473467528","119.372592578922","127.537857358388","135.749715046677","149.934377978958","162.253950980093","159.238678465989","168.492336450228","183.022189395247","186.250981183897","191.378125156868","192.125796763893","181.559586756801","184.437753036522","193.240596865498","200.949222097329","","",
"Samoa","WSM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.53528738","8.23414993","10.07227135","12.33460999","14.14995384","16.4743576","17.76579475","20.07404327","23.2283783","22.48495102","24.31499672","27.07535362","28.50149345","28.48908424","28.49526024","25.66781044","26.61034012","26.60806847","26.7960453","","",
"Kosovo","XKX","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.23334026","12.13628387","13.07757854","19.38229179","23.67077827","28.09918404","33.60536575","40.9614296","48.60121536","49.58439255","50.97243118","47.52342987","53.81287003","59.46400833","61.93743896","59.24187088","","","","","",
"South Africa","ZAF","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.10015106","28.48014259","24.1175251","34.85650253","42.34157944","44.6047821","43.43163681","43.26843262","38.23186874","38.5961647","46.22760773","50.42179871","47.23083878","42.52623749","40.30119705","36.18226624","33.07408905","38.60527802","40.6284256","","",
"Zambia","ZMB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.57430124","6.71309185","6.32709551","7.41983652","9.49811077","15.16823864","20.05472946","16.23318291","19.61539459","13.32262516","13.55446911","12.48823261","12.07590771","10.06166935","9.32788181","7.26819706","6.97571278","8.13162994","7.58625889","","",
"Zimbabwe","ZWE","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.20673752","32.89826202","31.57065392","30.2543602","28.98127365","27.76861954","26.20425987","26.37401772","34.17755508","","",
